0 2 6 0 4 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 1 0 0 0 0 3 0 0
1 0 3 0 6 0 0 0 0 0 41 0 7 0 0 1 0 1 0 0 0 6 0 0 0 0 1 0 1 0 2 1 0 0 1 1 14 10 1 0 0 0 0 5 0 1 0 8 39 14 1
3 0 0 0 9 0 0 0 0 0 0 5 0 0 0 0 1 2 0 0 0 0 0 0 2 0 0 3 1 1 2 0 1 0 0 0 0 2 1 0 0 0 0 18 7 0 23 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0
3 7 15 0 0 0 0 0 0 0 4 0 3 0 0 0 0 7 0 0 0 0 0 0 0 0 1 0 11 1 1 0 1 0 2 0 7 3 4 0 0 0 0 0 0 0 0 1 3 1 2
0 1 1 0 0 0 3 0 0 0 1 0 7 0 0 0 0 9 0 0 0 0 0 0 0 0 0 1 2 1 12 1 2 0 1 0 0 0 10 0 0 0 0 0 0 1 0 0 2 0 4
2 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 2 0 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
0 4 0 0 0 0 0 0 0 0 5 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 14 1 0
0 4 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 1
3 29 0 0 2 1 1 4 1 0 0 0 7 1 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 1 0 8 104 4 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 16 7 0 9 16 1 0 0 0 8 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 21 2 13 0 1 0 0 0 0 1 4 0 0 0 0 11 0 1 0 2 1 2 0
0 2 0 0 0 0 0 0 0 0 5 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 6 1 0 0 1 1 0 2 0 0 0 1 2 0 0 0 0 0 0 10 0 0 0 0 0 6 0 0 0 0 0 1 0 3 0 3 0 0 0 0 1 0 0 4 0 0
0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 1
0 1 3 0 3 4 1 0 0 0 1 6 8 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 2 8 1 0 0 1 0 0 0 12 0 0 0 1 0 0 0 0 0 1 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 1 11 0 32 1 0 6 0 1 0 0 3 0 0 0 6 5 0 0 0 0 0 0 0 0 1 0 22 0 10 4 6 0 1 0 0 0 3 0 0 0 0 3 1 0 0 0 0 0 2
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0
0 15 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 5 0
0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
0 0 1 0 0 0 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 45 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 161 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0 4 1 0 0 0
0 2 6 0 12 7 4 0 0 0 1 0 19 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 5 18 2 0 0 1 0 0 0 45 2 0 0 0 1 0 0 0 0 0 0 4
0 0 2 0 0 7 5 0 0 0 0 0 7 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 4 0 9 1 1 0 0 0 0 0 11 0 0 0 0 0 0 1 0 0 0 0 0
0 1 1 0 2 13 10 0 0 0 0 1 16 0 0 0 1 24 0 0 0 0 1 0 0 0 0 0 16 4 0 11 0 0 0 0 0 0 33 3 0 0 0 0 0 0 0 0 3 0 4
0 0 0 0 0 5 2 0 0 0 0 1 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 2 1 0 0 0 0 0 2 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 7 1 1 0 0 8 0 0 0 0 8 0 0 0 1 1 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0
0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 14 0 0
0 13 0 0 2 0 1 0 0 0 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 3 0 0 0 0 3 0 0 0 0 6 0 0
0 4 2 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 22 0 0 0 0 0 0 0 0 0 1 0 0
0 1 0 0 6 12 0 0 0 0 0 0 17 0 0 1 0 36 0 0 0 0 0 0 0 0 0 0 21 9 21 1 4 0 0 0 0 3 0 3 0 0 0 0 0 0 0 0 1 0 4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 13 4 4 0 1 0 1 0 1 0 0 3 0 0 0 0 4 0 0 0 0 0 0 10 0 0 0 1 0 0 0 0 0 0 0 3 0 2 0 0 0 0 0 0 0 6 0 0 0 1
0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
0 31 0 0 0 2 0 0 1 0 14 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 10 1 0
6 78 1 0 5 1 0 2 4 0 37 0 14 1 0 2 0 2 0 0 0 0 0 0 0 0 0 0 1 0 5 0 0 0 0 34 4 0 1 0 0 0 0 3 0 2 0 4 0 3 33
1 8 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
